stock_name,symbol,start_date,end_date,baostock_available,comment,
股票名称,股票代码,起始日期,截止日期,baostock数据可用？,备注,后缀上海=SS，深圳=SZ
,000049.SS,2014/1/1,2025/4/30,,,
,000050.SS,2014/1/1,2025/4/30,,,
,000051.SS,2014/1/1,2025/4/30,,,
,000052.SS,2014/1/1,2025/4/30,,,
,000053.SS,2014/1/1,2025/4/30,,,
,000054.SS,2014/1/1,2025/4/30,,,
,000055.SS,2014/1/1,2025/4/30,,,
,000056.SS,2014/1/1,2025/4/30,,,
,000057.SS,2014/1/1,2025/4/30,,,
,000058.SS,2014/1/1,2025/4/30,,,
,000059.SS,2014/1/1,2025/4/30,,,
,000060.SS,2014/1/1,2025/4/30,,,
,000061.SS,2014/1/1,2025/4/30,,,
,000062.SS,2014/1/1,2025/4/30,,,
,000063.SS,2014/1/1,2025/4/30,,,
,000064.SS,2014/1/1,2025/4/30,,,
,000065.SS,2014/1/1,2025/4/30,,,
,000066.SS,2014/1/1,2025/4/30,,,
,000067.SS,2014/1/1,2025/4/30,,,
,000068.SS,2014/1/1,2025/4/30,,,
,000069.SS,2014/1/1,2025/4/30,,,
,000070.SS,2014/1/1,2025/4/30,,,
,000071.SS,2014/1/1,2025/4/30,,,
,000072.SS,2014/1/1,2025/4/30,,,
,000073.SS,2014/1/1,2025/4/30,,,
,000074.SS,2014/1/1,2025/4/30,,,
,000075.SS,2014/1/1,2025/4/30,,,
,000076.SS,2014/1/1,2025/4/30,,,
,000077.SS,2014/1/1,2025/4/30,,,
,000078.SS,2014/1/1,2025/4/30,,,
,000079.SS,2014/1/1,2025/4/30,,,
,000080.SS,2014/1/1,2025/4/30,,,
,000081.SS,2014/1/1,2025/4/30,,,
,000082.SS,2014/1/1,2025/4/30,,,
,000083.SS,2014/1/1,2025/4/30,,,
,000084.SS,2014/1/1,2025/4/30,,,
,000085.SS,2014/1/1,2025/4/30,,,
,000086.SS,2014/1/1,2025/4/30,,,
,000087.SS,2014/1/1,2025/4/30,,,
,000088.SS,2014/1/1,2025/4/30,,,
,000089.SS,2014/1/1,2025/4/30,,,
,000090.SS,2014/1/1,2025/4/30,,,
,000091.SS,2014/1/1,2025/4/30,,,
,000092.SS,2014/1/1,2025/4/30,,,
,000093.SS,2014/1/1,2025/4/30,,,
,000094.SS,2014/1/1,2025/4/30,,,
,000095.SS,2014/1/1,2025/4/30,,,
,000096.SS,2014/1/1,2025/4/30,,,
,000097.SS,2014/1/1,2025/4/30,,,
,000098.SS,2014/1/1,2025/4/30,,,
,000099.SS,2014/1/1,2025/4/30,,,
,000100.SS,2014/1/1,2025/4/30,,,
,000101.SS,2014/1/1,2025/4/30,,,
,000102.SS,2014/1/1,2025/4/30,,,
,000103.SS,2014/1/1,2025/4/30,,,
,000104.SS,2014/1/1,2025/4/30,,,
,000105.SS,2014/1/1,2025/4/30,,,
,000106.SS,2014/1/1,2025/4/30,,,
,000107.SS,2014/1/1,2025/4/30,,,
,000108.SS,2014/1/1,2025/4/30,,,
,000109.SS,2014/1/1,2025/4/30,,,
,000110.SS,2014/1/1,2025/4/30,,,
,000111.SS,2014/1/1,2025/4/30,,,
,000112.SS,2014/1/1,2025/4/30,,,
,000113.SS,2014/1/1,2025/4/30,,,
,000114.SS,2014/1/1,2025/4/30,,,
,000115.SS,2014/1/1,2025/4/30,,,
,000116.SS,2014/1/1,2025/4/30,,,
,000117.SS,2014/1/1,2025/4/30,,,
,000118.SS,2014/1/1,2025/4/30,,,
,000119.SS,2014/1/1,2025/4/30,,,
,000120.SS,2014/1/1,2025/4/30,,,
,000121.SS,2014/1/1,2025/4/30,,,
,000122.SS,2014/1/1,2025/4/30,,,
,000123.SS,2014/1/1,2025/4/30,,,
,000124.SS,2014/1/1,2025/4/30,,,
,000125.SS,2014/1/1,2025/4/30,,,
,000126.SS,2014/1/1,2025/4/30,,,
,000127.SS,2014/1/1,2025/4/30,,,
,000128.SS,2014/1/1,2025/4/30,,,
,000129.SS,2014/1/1,2025/4/30,,,
,000130.SS,2014/1/1,2025/4/30,,,
,000131.SS,2014/1/1,2025/4/30,,,
,000132.SS,2014/1/1,2025/4/30,,,
,000133.SS,2014/1/1,2025/4/30,,,
,000134.SS,2014/1/1,2025/4/30,,,
,000135.SS,2014/1/1,2025/4/30,,,
,000136.SS,2014/1/1,2025/4/30,,,
,000137.SS,2014/1/1,2025/4/30,,,
,000138.SS,2014/1/1,2025/4/30,,,
,000139.SS,2014/1/1,2025/4/30,,,
,000140.SS,2014/1/1,2025/4/30,,,
,000141.SS,2014/1/1,2025/4/30,,,
,000142.SS,2014/1/1,2025/4/30,,,
,000143.SS,2014/1/1,2025/4/30,,,
,000144.SS,2014/1/1,2025/4/30,,,
,000145.SS,2014/1/1,2025/4/30,,,
,000146.SS,2014/1/1,2025/4/30,,,
,000147.SS,2014/1/1,2025/4/30,,,
,000148.SS,2014/1/1,2025/4/30,,,
,000149.SS,2014/1/1,2025/4/30,,,
,000150.SS,2014/1/1,2025/4/30,,,
,000151.SS,2014/1/1,2025/4/30,,,
,000152.SS,2014/1/1,2025/4/30,,,
,000153.SS,2014/1/1,2025/4/30,,,
,000154.SS,2014/1/1,2025/4/30,,,
,000155.SS,2014/1/1,2025/4/30,,,
,000156.SS,2014/1/1,2025/4/30,,,
,000157.SS,2014/1/1,2025/4/30,,,
,000158.SS,2014/1/1,2025/4/30,,,
,000159.SS,2014/1/1,2025/4/30,,,
,000160.SS,2014/1/1,2025/4/30,,,
,000161.SS,2014/1/1,2025/4/30,,,
,000162.SS,2014/1/1,2025/4/30,,,
,000163.SS,2014/1/1,2025/4/30,,,
,000164.SS,2014/1/1,2025/4/30,,,
,000165.SS,2014/1/1,2025/4/30,,,
,000166.SS,2014/1/1,2025/4/30,,,
,000167.SS,2014/1/1,2025/4/30,,,
,000168.SS,2014/1/1,2025/4/30,,,
,000169.SS,2014/1/1,2025/4/30,,,
,000170.SS,2014/1/1,2025/4/30,,,
,000171.SS,2014/1/1,2025/4/30,,,
,000172.SS,2014/1/1,2025/4/30,,,
,000173.SS,2014/1/1,2025/4/30,,,
,000174.SS,2014/1/1,2025/4/30,,,
,000175.SS,2014/1/1,2025/4/30,,,
,000176.SS,2014/1/1,2025/4/30,,,
,000177.SS,2014/1/1,2025/4/30,,,
,000178.SS,2014/1/1,2025/4/30,,,
,000179.SS,2014/1/1,2025/4/30,,,
,000180.SS,2014/1/1,2025/4/30,,,
,000181.SS,2014/1/1,2025/4/30,,,
,000182.SS,2014/1/1,2025/4/30,,,
,000183.SS,2014/1/1,2025/4/30,,,
,000184.SS,2014/1/1,2025/4/30,,,
,000185.SS,2014/1/1,2025/4/30,,,
,000186.SS,2014/1/1,2025/4/30,,,
,000187.SS,2014/1/1,2025/4/30,,,
,000188.SS,2014/1/1,2025/4/30,,,
,000189.SS,2014/1/1,2025/4/30,,,
,000190.SS,2014/1/1,2025/4/30,,,
,000191.SS,2014/1/1,2025/4/30,,,
,000192.SS,2014/1/1,2025/4/30,,,
,000193.SS,2014/1/1,2025/4/30,,,
,000194.SS,2014/1/1,2025/4/30,,,
,000195.SS,2014/1/1,2025/4/30,,,
,000196.SS,2014/1/1,2025/4/30,,,
,000197.SS,2014/1/1,2025/4/30,,,
,000198.SS,2014/1/1,2025/4/30,,,
,000199.SS,2014/1/1,2025/4/30,,,
,000200.SS,2014/1/1,2025/4/30,,,
,000201.SS,2014/1/1,2025/4/30,,,
,000202.SS,2014/1/1,2025/4/30,,,
,000203.SS,2014/1/1,2025/4/30,,,
,000204.SS,2014/1/1,2025/4/30,,,
,000205.SS,2014/1/1,2025/4/30,,,
,000206.SS,2014/1/1,2025/4/30,,,
,000207.SS,2014/1/1,2025/4/30,,,
,000208.SS,2014/1/1,2025/4/30,,,
,000209.SS,2014/1/1,2025/4/30,,,
,000210.SS,2014/1/1,2025/4/30,,,
,000211.SS,2014/1/1,2025/4/30,,,
,000212.SS,2014/1/1,2025/4/30,,,
,000213.SS,2014/1/1,2025/4/30,,,
,000214.SS,2014/1/1,2025/4/30,,,
,000215.SS,2014/1/1,2025/4/30,,,
,000216.SS,2014/1/1,2025/4/30,,,
,000217.SS,2014/1/1,2025/4/30,,,
,000218.SS,2014/1/1,2025/4/30,,,
,000219.SS,2014/1/1,2025/4/30,,,
,000220.SS,2014/1/1,2025/4/30,,,
,000221.SS,2014/1/1,2025/4/30,,,
,000222.SS,2014/1/1,2025/4/30,,,
,000223.SS,2014/1/1,2025/4/30,,,
,000224.SS,2014/1/1,2025/4/30,,,
,000225.SS,2014/1/1,2025/4/30,,,
,000226.SS,2014/1/1,2025/4/30,,,
,000227.SS,2014/1/1,2025/4/30,,,
,000228.SS,2014/1/1,2025/4/30,,,
,000229.SS,2014/1/1,2025/4/30,,,
,000230.SS,2014/1/1,2025/4/30,,,
,000231.SS,2014/1/1,2025/4/30,,,
,000232.SS,2014/1/1,2025/4/30,,,
,000233.SS,2014/1/1,2025/4/30,,,
,000234.SS,2014/1/1,2025/4/30,,,
,000235.SS,2014/1/1,2025/4/30,,,
,000236.SS,2014/1/1,2025/4/30,,,
,000237.SS,2014/1/1,2025/4/30,,,
,000238.SS,2014/1/1,2025/4/30,,,
,000239.SS,2014/1/1,2025/4/30,,,
,000240.SS,2014/1/1,2025/4/30,,,
,000241.SS,2014/1/1,2025/4/30,,,
,000242.SS,2014/1/1,2025/4/30,,,
,000243.SS,2014/1/1,2025/4/30,,,
,000244.SS,2014/1/1,2025/4/30,,,
,000245.SS,2014/1/1,2025/4/30,,,
,000246.SS,2014/1/1,2025/4/30,,,
,000247.SS,2014/1/1,2025/4/30,,,
,000248.SS,2014/1/1,2025/4/30,,,
,000249.SS,2014/1/1,2025/4/30,,,
,000250.SS,2014/1/1,2025/4/30,,,
,000251.SS,2014/1/1,2025/4/30,,,
,000252.SS,2014/1/1,2025/4/30,,,
,000253.SS,2014/1/1,2025/4/30,,,
,000254.SS,2014/1/1,2025/4/30,,,
,000255.SS,2014/1/1,2025/4/30,,,
,000256.SS,2014/1/1,2025/4/30,,,
,000257.SS,2014/1/1,2025/4/30,,,
,000258.SS,2014/1/1,2025/4/30,,,
,000259.SS,2014/1/1,2025/4/30,,,
,000260.SS,2014/1/1,2025/4/30,,,
,000261.SS,2014/1/1,2025/4/30,,,
,000262.SS,2014/1/1,2025/4/30,,,
,000263.SS,2014/1/1,2025/4/30,,,
,000264.SS,2014/1/1,2025/4/30,,,
,000265.SS,2014/1/1,2025/4/30,,,
,000266.SS,2014/1/1,2025/4/30,,,
,000267.SS,2014/1/1,2025/4/30,,,
,000268.SS,2014/1/1,2025/4/30,,,
,000269.SS,2014/1/1,2025/4/30,,,
,000270.SS,2014/1/1,2025/4/30,,,
,000271.SS,2014/1/1,2025/4/30,,,
,000272.SS,2014/1/1,2025/4/30,,,
,000273.SS,2014/1/1,2025/4/30,,,
,000274.SS,2014/1/1,2025/4/30,,,
,000275.SS,2014/1/1,2025/4/30,,,
,000276.SS,2014/1/1,2025/4/30,,,
,000277.SS,2014/1/1,2025/4/30,,,
,000278.SS,2014/1/1,2025/4/30,,,
,000279.SS,2014/1/1,2025/4/30,,,
,000280.SS,2014/1/1,2025/4/30,,,
,000281.SS,2014/1/1,2025/4/30,,,
,000282.SS,2014/1/1,2025/4/30,,,
,000283.SS,2014/1/1,2025/4/30,,,
,000284.SS,2014/1/1,2025/4/30,,,
,000285.SS,2014/1/1,2025/4/30,,,
,000286.SS,2014/1/1,2025/4/30,,,
,000287.SS,2014/1/1,2025/4/30,,,
,000288.SS,2014/1/1,2025/4/30,,,
,000289.SS,2014/1/1,2025/4/30,,,
,000290.SS,2014/1/1,2025/4/30,,,
,000291.SS,2014/1/1,2025/4/30,,,
,000292.SS,2014/1/1,2025/4/30,,,
,000293.SS,2014/1/1,2025/4/30,,,
,000294.SS,2014/1/1,2025/4/30,,,
,000295.SS,2014/1/1,2025/4/30,,,
,000296.SS,2014/1/1,2025/4/30,,,
,000297.SS,2014/1/1,2025/4/30,,,
,000298.SS,2014/1/1,2025/4/30,,,
,000299.SS,2014/1/1,2025/4/30,,,
,000300.SS,2014/1/1,2025/4/30,,,
,000301.SS,2014/1/1,2025/4/30,,,
,000302.SS,2014/1/1,2025/4/30,,,
,000303.SS,2014/1/1,2025/4/30,,,
,000304.SS,2014/1/1,2025/4/30,,,
,000305.SS,2014/1/1,2025/4/30,,,
,000306.SS,2014/1/1,2025/4/30,,,
,000307.SS,2014/1/1,2025/4/30,,,
,000308.SS,2014/1/1,2025/4/30,,,
,000309.SS,2014/1/1,2025/4/30,,,
,000310.SS,2014/1/1,2025/4/30,,,
,000311.SS,2014/1/1,2025/4/30,,,
,000312.SS,2014/1/1,2025/4/30,,,
,000313.SS,2014/1/1,2025/4/30,,,
,000314.SS,2014/1/1,2025/4/30,,,
,000315.SS,2014/1/1,2025/4/30,,,
,000316.SS,2014/1/1,2025/4/30,,,
,000317.SS,2014/1/1,2025/4/30,,,
,000318.SS,2014/1/1,2025/4/30,,,
,000319.SS,2014/1/1,2025/4/30,,,
,000320.SS,2014/1/1,2025/4/30,,,
,000321.SS,2014/1/1,2025/4/30,,,
,000322.SS,2014/1/1,2025/4/30,,,
,000323.SS,2014/1/1,2025/4/30,,,
,000324.SS,2014/1/1,2025/4/30,,,
,000325.SS,2014/1/1,2025/4/30,,,
,000326.SS,2014/1/1,2025/4/30,,,
,000327.SS,2014/1/1,2025/4/30,,,
,000328.SS,2014/1/1,2025/4/30,,,
,000329.SS,2014/1/1,2025/4/30,,,
,000330.SS,2014/1/1,2025/4/30,,,
,000331.SS,2014/1/1,2025/4/30,,,
,000332.SS,2014/1/1,2025/4/30,,,
,000333.SS,2014/1/1,2025/4/30,,,
,000334.SS,2014/1/1,2025/4/30,,,
,000335.SS,2014/1/1,2025/4/30,,,
,000336.SS,2014/1/1,2025/4/30,,,
,000337.SS,2014/1/1,2025/4/30,,,
,000338.SS,2014/1/1,2025/4/30,,,
,000339.SS,2014/1/1,2025/4/30,,,
,000340.SS,2014/1/1,2025/4/30,,,
,000341.SS,2014/1/1,2025/4/30,,,
,000342.SS,2014/1/1,2025/4/30,,,
,000343.SS,2014/1/1,2025/4/30,,,
,000344.SS,2014/1/1,2025/4/30,,,
,000345.SS,2014/1/1,2025/4/30,,,
,000346.SS,2014/1/1,2025/4/30,,,
,000347.SS,2014/1/1,2025/4/30,,,
,000348.SS,2014/1/1,2025/4/30,,,
,000349.SS,2014/1/1,2025/4/30,,,
,000350.SS,2014/1/1,2025/4/30,,,
,000351.SS,2014/1/1,2025/4/30,,,
,000352.SS,2014/1/1,2025/4/30,,,
,000353.SS,2014/1/1,2025/4/30,,,
,000354.SS,2014/1/1,2025/4/30,,,
,000355.SS,2014/1/1,2025/4/30,,,
,000356.SS,2014/1/1,2025/4/30,,,
,000357.SS,2014/1/1,2025/4/30,,,
,000358.SS,2014/1/1,2025/4/30,,,
,000359.SS,2014/1/1,2025/4/30,,,
,000360.SS,2014/1/1,2025/4/30,,,
,000361.SS,2014/1/1,2025/4/30,,,
,000362.SS,2014/1/1,2025/4/30,,,
,000363.SS,2014/1/1,2025/4/30,,,
,000364.SS,2014/1/1,2025/4/30,,,
,000365.SS,2014/1/1,2025/4/30,,,
,000366.SS,2014/1/1,2025/4/30,,,
,000367.SS,2014/1/1,2025/4/30,,,
,000368.SS,2014/1/1,2025/4/30,,,
,000369.SS,2014/1/1,2025/4/30,,,
,000370.SS,2014/1/1,2025/4/30,,,
,000371.SS,2014/1/1,2025/4/30,,,
,000372.SS,2014/1/1,2025/4/30,,,
,000373.SS,2014/1/1,2025/4/30,,,
,000374.SS,2014/1/1,2025/4/30,,,
,000375.SS,2014/1/1,2025/4/30,,,
,000376.SS,2014/1/1,2025/4/30,,,
,000377.SS,2014/1/1,2025/4/30,,,
,000378.SS,2014/1/1,2025/4/30,,,
,000379.SS,2014/1/1,2025/4/30,,,
,000380.SS,2014/1/1,2025/4/30,,,
,000381.SS,2014/1/1,2025/4/30,,,
,000382.SS,2014/1/1,2025/4/30,,,
,000383.SS,2014/1/1,2025/4/30,,,
,000384.SS,2014/1/1,2025/4/30,,,
,000385.SS,2014/1/1,2025/4/30,,,
,000386.SS,2014/1/1,2025/4/30,,,
,000387.SS,2014/1/1,2025/4/30,,,
,000388.SS,2014/1/1,2025/4/30,,,
,000389.SS,2014/1/1,2025/4/30,,,
,000390.SS,2014/1/1,2025/4/30,,,
,000391.SS,2014/1/1,2025/4/30,,,
,000392.SS,2014/1/1,2025/4/30,,,
,000393.SS,2014/1/1,2025/4/30,,,
,000394.SS,2014/1/1,2025/4/30,,,
,000395.SS,2014/1/1,2025/4/30,,,
,000396.SS,2014/1/1,2025/4/30,,,
,000397.SS,2014/1/1,2025/4/30,,,
,000398.SS,2014/1/1,2025/4/30,,,
,000399.SS,2014/1/1,2025/4/30,,,
